SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price
1672,2,3,Rural,2014,94607.22726743668
1713,5,3,Rural,1970,230572.41045671623
1935,4,2,Suburb,1963,177735.21782262065
2951,5,2,Suburb,2007,268385.0141738486
1241,4,3,Rural,1978,193102.18188435576
2888,4,3,Suburb,2016,233635.57473982906
1001,2,3,Urban,2014,87541.82201015088
1224,5,2,Urban,1974,189787.87128336678
1800,2,1,Rural,1956,138309.07170658134
2768,3,2,Urban,1962,233812.67546460358
2996,2,1,Urban,1969,317204.9612894133
2949,4,1,Rural,1958,288448.9986374477
2952,5,2,Urban,1954,335983.8338774465
1588,3,1,Rural,1977,153862.8005275998
1115,3,2,Urban,1975,81925.848745764
2689,3,3,Suburb,2019,318295.1545431799
1917,3,3,Urban,1955,260499.38588522037
2126,5,2,Rural,1978,208562.94161594767
1193,4,2,Urban,2009,236465.82271820278
2189,3,2,Rural,1959,318411.97240616597
1870,4,2,Rural,2010,337177.2217495301
1089,2,1,Rural,1963,109978.42321020832
2709,4,3,Urban,1970,296757.9203438376
1121,3,2,Suburb,2004,113407.34739526137
1142,2,2,Urban,2003,154684.2599836609
1993,2,3,Suburb,1986,159939.58843904495
1105,2,2,Rural,1995,113758.54783678878
1886,3,3,Suburb,1996,253214.4977305105
1427,4,3,Rural,1963,131338.8523140903
2328,5,2,Rural,2013,250847.45970327736
2895,4,1,Rural,1988,338446.13281628845
2994,3,2,Urban,2006,312970.65951275185
1316,3,1,Urban,1962,122839.20827624024
2986,2,2,Urban,1979,350379.87231898156
1634,4,1,Suburb,1957,185603.8295566521
2925,3,3,Urban,1962,328750.4820054318
1008,3,3,Rural,1985,90514.02811236607
1773,5,2,Rural,2010,178547.44137124636
2096,4,2,Urban,2005,273344.9917271983
2382,2,1,Suburb,1975,324209.9521579989
1222,2,1,Suburb,1958,109779.73557336847
2439,2,1,Urban,1990,295026.16988558054
1552,4,1,Rural,1964,206432.83618929662
2393,3,1,Rural,1950,296682.25582337787
1715,3,2,Urban,1950,190190.88921240997
2287,5,3,Rural,2011,310456.1576377979
2863,5,1,Rural,1955,341675.4419366117
2713,3,3,Urban,1950,275758.38625576824
2883,3,3,Suburb,1968,292884.4443126812
2341,4,2,Suburb,2015,379615.8577180531
2107,5,1,Suburb,2021,279191.8835334183
2341,2,1,Urban,1951,261927.02321199072
1110,2,1,Urban,1965,111978.43298108912
1250,2,1,Rural,1987,120798.56458059202
1382,2,2,Suburb,2015,166040.75121706264
1006,3,2,Rural,1951,73353.57373955782
1458,3,1,Rural,1966,88268.08076633573
2107,4,1,Urban,2001,268897.9837037878
1207,2,3,Urban,2018,218288.35565817117
1899,3,3,Rural,1996,291915.37458709755
2413,3,1,Suburb,1982,291957.96235973696
2337,3,1,Urban,2000,233617.25235656076
1021,2,3,Suburb,1971,192388.9628436282
1409,3,3,Urban,2013,245778.58847076003
1894,5,1,Rural,2007,232071.03661808462
1514,2,3,Rural,1975,233117.15854468878
2150,2,2,Rural,1984,131793.83259303053
1808,5,3,Rural,1951,234896.2660481647
2723,4,1,Rural,1987,315332.8507096901
1873,4,2,Rural,2017,186791.43418199584
1013,2,2,Suburb,1993,100403.42946278442
1970,2,3,Suburb,1999,268374.3191763203
1977,2,1,Rural,2008,229186.65689182415
2013,5,3,Urban,1974,269647.0213612505
2035,3,3,Urban,1970,283216.088881844
1086,5,3,Urban,2020,170203.91860498316
2547,3,2,Rural,2007,294899.40751013265
1908,3,3,Rural,1991,241716.4514698447
2560,4,3,Urban,1999,216130.45248133256
2324,5,3,Suburb,1993,315250.55211017
2266,5,3,Suburb,2007,283198.40330690774
1121,2,1,Suburb,1968,159578.48756461192
2170,5,1,Urban,1962,245695.33812753233
2590,3,1,Rural,1965,288740.9054944655
1749,3,2,Urban,1973,251866.05546331324
2379,5,1,Suburb,2001,186418.05010045247
1684,4,3,Suburb,2006,79417.91467388047
2927,4,3,Suburb,1983,375290.9115070746
2756,2,1,Rural,1988,285621.14348845044
2654,2,2,Rural,1953,181965.58133801867
1308,3,2,Urban,1970,123920.48346331088
1694,5,2,Rural,1981,220889.5646081667
1287,3,3,Rural,2001,151588.75335067077
1306,3,1,Suburb,1951,149323.8786515992
2835,5,2,Urban,1983,338458.6768382403
2617,3,3,Suburb,2008,247058.7695842893
2989,3,2,Rural,1981,251120.02102750237
1913,4,2,Urban,1996,260313.59470870497
2746,2,1,Rural,1957,356528.5075165135
1661,4,3,Rural,1972,199293.4710172947
1548,2,2,Urban,1994,58109.072340997256
2375,2,3,Urban,1997,248397.77999469615
1311,2,2,Suburb,1964,88652.93653627794
1872,4,1,Urban,1953,191605.17366947513
2082,5,2,Suburb,1969,232649.07493686443
2666,3,1,Suburb,2013,362104.94263150473
1923,5,2,Urban,1998,259885.55579429376
2737,5,1,Suburb,2011,180398.57979927404
1754,2,2,Rural,1957,122978.59228383146
1034,2,2,Urban,1983,176706.60500061972
1444,4,2,Rural,2020,134511.9643791602
1092,4,3,Rural,2011,157007.18048776285
2973,3,3,Suburb,2020,289676.4750952332
2982,5,2,Rural,1958,372958.4234039243
2230,5,3,Suburb,2014,275099.0398690065
1352,3,3,Rural,1960,201207.81788812936
1902,2,2,Suburb,2020,114062.17192765087
2355,4,2,Rural,2015,286501.4898829413
2840,3,2,Suburb,2018,235415.60400205897
1861,5,3,Suburb,1997,262950.7116090805
2748,3,3,Urban,1980,405919.66114347795
1158,3,3,Suburb,1989,59109.44627790061
2977,5,2,Suburb,1955,357918.0248939186
1956,5,3,Urban,1951,162441.91955187614
1023,4,3,Urban,2011,103133.42873583769
1403,4,1,Suburb,2011,141174.40627125002
1804,5,1,Suburb,2019,239387.73501669944
1515,4,2,Rural,1964,226820.97793766495
1731,4,2,Rural,2015,248259.95371779968
2387,4,3,Urban,1982,223938.61300299855
2405,5,1,Suburb,1981,298233.4900167867
1531,2,1,Rural,2017,126421.50126432706
1955,2,2,Rural,2016,206216.15065577617
1151,4,3,Suburb,1966,104311.96697176862
2585,2,2,Urban,2001,304408.0772988624
2712,4,3,Urban,1988,267162.779226735
1946,2,1,Rural,1956,205665.3347633077
1607,2,3,Urban,1951,209061.48545794518
2640,3,1,Rural,2017,196467.0093683757
1419,4,1,Rural,1986,215038.4316332635
2273,2,1,Urban,1973,333542.9584080849
2140,2,2,Suburb,1996,170043.93357938027
1865,3,2,Rural,1951,111966.0843697892
2535,2,2,Rural,2004,288060.20648460934
2763,3,3,Suburb,1992,332269.766016749
1577,2,2,Rural,2008,103459.5484909478
1334,3,1,Suburb,1986,124504.74641834848
2441,3,2,Suburb,1951,276657.6573052858
1931,5,1,Suburb,1963,208701.47896797495
2797,4,2,Urban,1967,350295.5561535295
1294,5,3,Rural,1983,186226.9624173399
2961,4,3,Rural,1983,280322.19425747305
1754,2,1,Rural,1985,230726.6427172749
2394,4,2,Suburb,2004,258244.17134922984
1185,5,2,Urban,2001,100248.62006441354
2269,4,1,Rural,1985,225212.07431351536
1636,5,3,Rural,1965,227329.30764911542
2291,4,2,Rural,1990,186664.5334727374
2666,2,2,Urban,2005,226809.61559522589
2260,2,2,Suburb,1981,327309.1392025468
1529,4,3,Urban,1991,135051.57071587566
2575,4,2,Urban,1971,349422.183719434
1020,2,3,Suburb,1986,49828.74067555496
1910,4,2,Urban,1957,233471.2404560716
2760,3,3,Suburb,1956,349170.73031594744
1866,2,1,Urban,1959,145493.73099018942
1793,2,3,Urban,1993,159201.27469394248
2543,5,1,Urban,1989,341799.3014162392
1099,5,2,Rural,1983,238587.9118723628
1751,3,2,Suburb,1956,232621.9801526496
1477,4,2,Suburb,1973,167955.83849384077
2622,3,1,Rural,1961,280458.16377434257
2321,4,2,Urban,1996,204259.4787133713
1939,5,3,Rural,2015,126323.69332080711
1525,4,3,Rural,2021,218224.0665664824
1333,5,1,Urban,1990,71804.38649881865
1001,2,3,Urban,1969,95002.72213510807
1374,2,1,Suburb,1969,144753.64372091598
1292,4,1,Rural,1961,110732.04466589232
1836,5,2,Urban,2019,252130.7382362536
2957,3,1,Suburb,2016,312899.31827959337
2004,5,3,Urban,1979,213608.3346987966
1552,5,3,Suburb,1973,217123.6059951304
1317,5,2,Suburb,2004,179351.10936765885
2525,2,1,Suburb,1997,307337.2970214617
2851,5,2,Urban,1998,296891.4356187014
1380,4,2,Urban,2012,207562.6034757681
2646,2,2,Suburb,1978,295817.2550503141
1013,2,2,Rural,1978,152643.1039061331
1503,2,2,Rural,1988,213739.8068458888
1230,5,1,Rural,1982,188892.784714348
2107,3,3,Suburb,2021,234743.71781308984
1129,5,1,Rural,1962,156642.31326342694
2766,5,1,Urban,1977,353996.5029107403
1837,3,2,Rural,1960,155576.7567840428
2168,5,3,Suburb,1965,262476.5901040633
1890,4,1,Suburb,1982,108576.9909463009
2880,3,1,Rural,2007,296695.0318215873
1027,4,3,Suburb,1991,13566.000702022764
1065,4,1,Urban,1962,94811.58975851646
2186,2,3,Suburb,2015,148133.51304278531
2252,2,1,Urban,1999,293165.5639387922
1260,3,2,Rural,1975,115487.44467481329
2472,5,3,Urban,2009,232360.27248666732
2447,4,1,Urban,1961,280986.0016939757
1459,5,1,Urban,1952,138799.4594209254
2975,4,3,Rural,1967,262435.2507733186
2699,2,3,Urban,2003,277080.89214082924
1300,2,3,Urban,1999,73883.85671798247
1918,2,3,Urban,1958,310613.0418790972
2326,3,3,Suburb,1991,263135.9366189295
1286,4,3,Urban,2004,192515.93700146396
2418,5,2,Urban,1990,338348.0139774076
2033,4,2,Rural,2013,295488.08615752764
2730,5,3,Suburb,1998,341811.1812457037
1629,5,1,Urban,1951,174875.2743664263
1269,5,2,Rural,1980,170431.00535455588
1591,4,2,Suburb,2005,188416.24010045498
2993,2,1,Urban,1956,319114.62257355807
2628,3,2,Urban,2010,311197.4516668445
2801,3,2,Urban,1983,312879.1433833582
1843,2,3,Suburb,1989,182946.58906136168
1861,3,2,Suburb,1997,339204.1048726686
2384,5,2,Rural,1970,202822.9425914517
2280,3,2,Urban,1998,267114.313457101
1132,4,3,Urban,1951,176489.89233471098
2299,2,1,Suburb,2021,305690.65956010844
2799,2,1,Urban,1969,288209.0887239885
2706,2,1,Urban,1968,319827.9134692439
1971,2,1,Suburb,1979,194277.87114812183
1512,4,2,Rural,1969,227627.54837059492
1312,5,3,Urban,1980,182825.43990577493
1575,5,3,Rural,1966,232085.4902161903
1885,5,2,Rural,1952,236471.97370843723
2307,3,1,Suburb,1960,234970.91173635004
2144,5,3,Suburb,1952,182912.5006374202
2130,3,2,Suburb,1994,176719.4937899854
2956,4,2,Suburb,2008,289915.19597703643
1686,3,2,Suburb,2005,181073.14412623338
2227,5,2,Rural,2004,284922.6181090101
1164,2,3,Rural,1976,135824.573042168
1304,4,2,Rural,1950,187510.6046489711
2520,5,3,Suburb,2020,352133.3165216796
2655,5,2,Suburb,1954,270342.33768368355
2579,5,2,Urban,1999,364749.96917425294
2847,4,3,Urban,1953,176569.8064710757
1155,2,2,Rural,1990,147641.43651570252
2390,2,1,Rural,1968,274857.3725150346
2742,2,3,Suburb,1974,321724.1801033471
2925,5,3,Urban,1956,388501.9685831006
1619,3,2,Rural,1966,225181.8528463333
2274,5,3,Suburb,1982,305036.20700040273
1956,2,3,Urban,2009,110881.17378163323
2939,4,1,Urban,1982,285556.11438824324
2905,3,3,Urban,1977,302307.3355801054
1333,3,1,Rural,1966,188370.49002812043
2665,5,3,Rural,1997,344862.86031074636
1968,4,1,Urban,1961,178079.24315886674
1510,3,3,Suburb,1952,196539.22563718297
2316,2,3,Rural,2015,200779.63393885046
2043,5,1,Suburb,2001,263793.70829392987
1281,5,1,Suburb,2010,202334.9994269284
1796,2,1,Urban,1963,256045.3103628981
2024,2,3,Urban,2016,161800.54062624794
1118,2,2,Suburb,1954,87697.0386262448
2058,3,2,Suburb,2012,92498.86891915087
1197,4,3,Urban,2008,193111.49095634767
1484,3,3,Rural,2007,239349.29458978557
2780,4,1,Rural,2002,251076.6243343681
2082,5,1,Rural,1993,195175.95397910592
1836,4,1,Urban,2021,259690.38396052222
2184,2,2,Urban,1976,222659.0065836724
2008,3,3,Urban,1963,286491.2189726338
1690,2,3,Urban,1956,188163.3763879819
2229,5,2,Urban,2018,283708.94366190606
2035,3,1,Suburb,2013,188192.90894662178
1489,3,1,Suburb,1981,168312.86456871335
1275,2,1,Urban,1981,10918.051234832703
1692,3,1,Urban,1968,284429.4187048914
1241,2,2,Urban,2003,170266.600623566
2239,4,1,Suburb,1966,232741.14805678278
2274,5,1,Suburb,1998,232965.52874104748
2834,2,2,Rural,1960,224030.1642684163
1125,5,1,Suburb,1971,86633.45055066345
1216,3,2,Rural,1974,161433.48858668123
2329,5,1,Rural,1994,260713.67792424426
2820,5,3,Urban,1986,355183.6022314014
2208,5,1,Urban,1960,197448.52131325463
2062,3,3,Rural,1993,296675.94805877877
2246,4,2,Urban,1991,217967.75080178832
2207,4,1,Rural,1976,191793.80490800424
1494,4,1,Urban,1992,148691.31333400504
1426,2,1,Suburb,2015,232000.7670021726
2201,2,3,Urban,1982,280902.23610128125
1918,3,1,Rural,1951,159767.2095083141
2451,4,2,Rural,1959,232706.30044457005
2317,5,1,Suburb,1982,142514.7118430906
2875,4,2,Rural,2018,337495.67863754753
1150,2,3,Suburb,1973,121680.8809590808
1383,3,2,Suburb,2000,120815.80609233584
2661,4,3,Suburb,2021,367853.97141972615
2836,2,3,Suburb,2014,418522.5922906186
1307,2,3,Rural,1980,168508.14154015572
2359,5,2,Suburb,1975,282167.8724464958
2969,4,2,Rural,2010,334202.1699992591
1745,5,2,Suburb,1996,205364.14880786324
1891,4,1,Urban,1992,141115.42221799836
1374,3,2,Rural,1961,121412.63400595375
2031,4,3,Suburb,1963,230238.62080047908
2364,5,2,Urban,1954,314691.2409661121
1128,5,3,Suburb,1981,129795.80949566365
2014,2,2,Suburb,1957,296640.21717998566
2799,4,2,Urban,1971,362568.2167221203
1668,4,3,Urban,2016,196091.795644221
2375,3,2,Suburb,1996,248961.01163639632
2381,2,1,Urban,1987,267672.8756356774
1516,5,1,Suburb,1982,208605.46293963393
2518,4,3,Rural,1998,284990.85221437
1085,2,3,Suburb,2001,138358.36870298904
2198,3,3,Rural,2010,292994.7145550075
2825,2,1,Urban,1999,296205.4339761638
2216,4,3,Urban,1999,299511.549760063
1310,4,3,Suburb,2007,144022.42159798622
2142,3,1,Urban,1997,195406.27994293883
2241,3,3,Suburb,1951,222345.15541694022
1426,3,2,Suburb,1995,147472.05268579343
2993,5,2,Suburb,1991,272859.13348706014
2437,2,2,Rural,1958,286333.11464884935
1113,2,2,Rural,2001,98327.59323755061
2168,2,1,Rural,1968,183287.72452557174
2561,5,2,Urban,1985,304633.9247179422
2671,2,2,Rural,1987,204274.1137137186
1302,3,1,Rural,2009,146333.16348023657
1743,2,1,Urban,2021,173744.86985326238
2904,5,1,Urban,2011,267200.33341765933
1587,5,2,Rural,1985,216737.29048699938
1986,2,3,Rural,2011,189368.61254339592
2863,5,3,Rural,2001,357263.9717063415
1344,5,2,Rural,2006,181088.9830301273
1813,2,3,Rural,1966,176340.52545497112
2987,5,3,Urban,2009,422736.672104107
1800,5,1,Urban,2021,219069.65919621562
2024,2,2,Urban,1968,204408.23460030582
2170,3,2,Suburb,1983,328386.9642016051
2310,3,3,Urban,1961,239601.68466410768
2999,5,2,Urban,1999,461502.0146300577
2677,4,1,Rural,2008,321174.23786653526
2076,4,3,Suburb,1975,326721.6711336024
2327,2,1,Suburb,1986,303367.19068265276
2092,2,3,Urban,2021,201153.1182102601
1360,3,2,Rural,2012,183964.3101365404
2625,4,1,Suburb,2014,363102.00681272056
2981,2,1,Urban,2002,423326.22721727623
2243,4,1,Rural,1988,259318.55659118277
2985,4,3,Suburb,2008,263676.3903448535
2009,5,3,Urban,1993,261256.79921154593
1703,5,1,Rural,1952,173333.02846712072
2989,4,1,Urban,2010,289565.131297605
1574,3,3,Urban,1976,230942.66150819088
2608,2,2,Suburb,1957,258275.05962226374
2184,2,2,Urban,2013,252542.09886912967
2704,3,1,Rural,1972,251440.6501219124
2112,5,2,Urban,1989,229994.57507553513
1687,5,3,Rural,1975,159312.68235190216
1780,3,2,Rural,2002,276509.9507855957
1584,3,3,Rural,2012,145706.5564279115
2780,5,1,Urban,2020,322462.85090917215
1588,4,2,Urban,2001,227434.10967864806
2182,5,2,Rural,1986,237292.36033278538
1488,4,3,Urban,2011,219217.34491976313
1970,2,3,Rural,1951,238024.92808986356
2347,2,1,Suburb,2017,323942.1595361001
2633,4,1,Suburb,1991,324386.7539448608
2404,4,3,Urban,1950,326862.3554856597
2125,5,3,Rural,2010,278907.4354250051
1493,3,1,Rural,1954,64574.64720617542
2667,4,3,Rural,1986,243356.836662933
2637,2,2,Urban,2018,317824.78037465876
1018,5,1,Suburb,2001,47902.2391529821
2477,2,2,Urban,1958,285295.03081490705
2505,5,3,Suburb,1963,325655.96836379654
2617,3,1,Rural,2000,324141.8084628446
1396,3,1,Suburb,2015,109796.94285464322
2000,2,1,Suburb,2010,240007.38390016995
2302,4,3,Urban,2017,286117.08014064236
1850,4,1,Rural,2016,223867.5726039152
2388,2,1,Urban,1991,260870.06833762294
2354,4,1,Rural,1986,244576.2202654764
2664,4,1,Rural,2009,206396.14784776705
2367,2,3,Rural,2020,342694.3257104975
1821,2,1,Urban,1951,233668.57408326629
1454,3,1,Urban,1953,188530.64444892344
2624,2,3,Rural,2000,307045.34699439903
1724,3,1,Suburb,2001,259480.94470708206
2678,3,2,Rural,1977,227139.98837939632
2088,5,1,Suburb,1962,171610.24820790975
2099,4,1,Urban,2001,139606.52512299086
1710,2,2,Urban,1968,168942.76900484922
1142,4,3,Suburb,1968,149649.2484213757
1916,5,1,Urban,1993,220955.1806538027
2938,2,2,Urban,1975,229690.6449651136
1827,2,3,Suburb,1970,144591.40788816832
1604,5,3,Urban,1989,287029.1755459886
2496,4,2,Suburb,1964,262498.1944187788
2440,3,3,Suburb,2021,251357.7135639105
1304,5,3,Rural,1958,210829.51109351704
1735,5,2,Urban,2005,262376.6293197525
2520,2,3,Rural,2007,285799.6622989603
1290,3,2,Suburb,2000,169224.3714072209
2963,5,3,Urban,2020,272009.5363784613
1101,4,2,Urban,1952,158172.89000369256
2290,5,3,Suburb,1998,294583.7863342183
1866,4,2,Rural,1998,261400.11601833667
1967,2,1,Suburb,1957,182230.82560850927
2645,5,3,Urban,1972,352345.0632559348
1973,4,2,Suburb,1996,271382.7446381729
1841,2,3,Rural,1971,181366.85270316672
1961,2,3,Suburb,2010,257727.6311137292
1941,2,1,Suburb,1952,165639.51675808453
2800,5,3,Urban,1998,243474.44772341562
2026,2,3,Suburb,1997,198205.39944815778
1084,2,1,Urban,1987,134139.60903690415
2817,4,2,Rural,2009,284652.0787843606
1327,2,2,Suburb,2004,70898.66642722239
1815,5,2,Urban,1978,236463.22923742668
2473,3,2,Urban,1961,263159.5843017302
1453,2,2,Suburb,1967,107698.29539228517
2947,5,2,Suburb,2014,315835.76987179794
1628,2,1,Urban,2003,144881.17485800633
2244,5,2,Urban,2006,258201.53592070384
2177,2,1,Rural,2010,219665.92378287602
1664,4,3,Rural,2005,218455.7742955195
1011,3,1,Rural,2017,107334.48856240347
2156,3,1,Suburb,1978,132073.99260592624
1303,5,1,Suburb,2006,115553.73947195178
2316,5,1,Rural,2018,215415.3337485653
1974,3,2,Suburb,1965,228101.08669727467
2323,4,3,Suburb,2009,261706.03446340415
2763,4,3,Suburb,1980,355956.24519577506
1782,2,3,Suburb,2018,191120.2962414574
1042,4,1,Rural,1979,75099.32403355616
1943,3,1,Suburb,1973,220838.3244016946
1342,3,2,Rural,1970,186302.78027415648
2349,4,2,Rural,1954,247178.5271425052
2837,4,3,Suburb,2011,350986.40623497154
1497,3,1,Suburb,1984,148478.4031055562
1363,3,1,Rural,2014,153662.2957016022
1890,3,1,Suburb,1980,208201.87523446287
1426,3,3,Rural,1989,124142.07695560082
2004,3,3,Urban,1993,202831.91828514705
1020,4,1,Urban,1954,134100.6379227283
1406,4,1,Rural,1998,180241.40981218067
1618,2,3,Urban,1997,263024.8078532809
2014,2,3,Rural,1970,187786.1865537745
1335,5,2,Rural,1996,207957.92747824916
2838,2,2,Suburb,1951,328168.74403618585
2140,4,2,Urban,2011,283147.3920190625
2147,2,1,Urban,1964,197871.43167624454
1398,2,1,Suburb,2006,134718.94739590032
1792,4,1,Rural,2018,172927.93409984146
2827,3,3,Suburb,1950,294455.6883244584
1714,4,2,Urban,1960,226499.59356777335
1050,4,3,Rural,1983,136812.8117299336
2806,5,3,Rural,1966,358092.415606291
1323,5,3,Suburb,2013,127279.0099651315
1788,5,1,Rural,2008,109080.5902500728
1140,3,1,Urban,1963,131010.072514419
1469,2,3,Urban,1991,159711.25820115174
1786,5,2,Urban,1993,224234.06080257014
2825,4,1,Rural,1967,321469.4201347826
2357,5,1,Suburb,1986,191311.83407714957
2916,4,3,Urban,2003,225743.16604622657
1963,3,1,Rural,1978,332121.0273597828
2007,5,2,Suburb,1980,302156.4373870679
1372,4,3,Rural,2001,221983.79138935264
2587,2,1,Urban,2008,334517.40725755814
1493,3,3,Rural,2007,189121.51774603748
2562,4,3,Urban,1966,316102.8590388098
2692,2,2,Urban,1950,240595.08924117408
1750,2,2,Urban,2018,199661.272241265
2179,4,1,Urban,2016,261252.9061700792
1290,5,3,Rural,1994,237567.6010999809
2671,2,1,Rural,1979,168741.55455074605
2167,3,1,Suburb,2021,336045.5800566853
1105,2,1,Suburb,1952,161667.28978926205
2443,5,2,Suburb,2014,296033.6043084375
1669,3,3,Suburb,1953,193318.33795217384
2681,3,3,Urban,1964,280841.57048610575
1001,3,2,Urban,2019,55453.870091129225
2968,4,2,Rural,1984,312344.8202609043
1588,2,1,Rural,1976,190994.40080997467
1643,5,1,Suburb,1990,183378.00711669354
1089,4,2,Rural,1971,155740.5921345614
2368,4,2,Rural,1989,274778.1991690117
1349,3,3,Rural,2007,96544.77517755772
2482,4,3,Urban,1986,232992.78250385798
2286,2,3,Suburb,2007,255788.89440910154
2374,4,2,Suburb,1992,178494.59976093675
2131,4,1,Rural,1994,299860.50250577205
2609,3,3,Rural,1961,324703.22556069924
2062,3,2,Urban,2018,208711.0141378861
1908,4,2,Urban,2018,189094.1749383663
1158,3,1,Rural,2008,120431.34688835921
2606,5,3,Urban,1999,292542.7865700652
1958,5,3,Urban,1975,194456.9922308655
1311,5,2,Rural,1959,185353.77384377277
2264,4,3,Rural,1998,278394.5120425352
2961,2,1,Urban,1952,305895.8473275269
1444,2,3,Rural,2013,211016.08080995828
1297,3,1,Suburb,2020,228138.3045926162
1951,2,2,Urban,1955,143719.30372222222
1035,2,1,Urban,2004,171830.38847851264
2107,4,1,Urban,2015,184956.04958554334
2475,3,1,Suburb,2007,202637.0719313304
2909,2,1,Urban,2004,256533.319559862
2798,5,2,Rural,1951,331331.7458056055
2845,3,1,Suburb,1980,246222.31511623942
2408,3,2,Suburb,1992,237328.01095371478
2195,3,3,Suburb,2014,251000.6652285117
2399,5,3,Suburb,2004,207405.87151748958
2708,2,3,Rural,2014,265416.45687088586
2385,5,3,Suburb,1974,248347.9668291598
1558,3,2,Urban,2016,160990.2846370361
1890,3,2,Suburb,1988,255185.14955507262
1140,4,3,Suburb,1990,164163.37385430117
1886,4,1,Suburb,1999,222052.03669137857
2941,4,3,Suburb,2006,310126.5618599417
2141,4,3,Urban,2011,155736.77391563528
2300,3,3,Urban,1968,203508.3186334719
1725,5,2,Suburb,2001,232256.4052037194
2243,4,3,Suburb,1997,264519.6569883566
2928,5,3,Urban,1977,331111.88080293656
2049,4,3,Suburb,1991,236049.7019338134
1520,2,2,Urban,1984,176572.6684094433
2806,4,3,Rural,2008,241125.0277002814
1009,5,3,Rural,1985,110870.70487304397
1983,4,1,Suburb,1957,243147.46698227164
1377,2,3,Rural,1950,202481.9093997947
2656,5,2,Rural,2012,304907.98966953397
2660,5,1,Urban,1984,302534.86186285835
1681,5,3,Urban,1958,297382.46354127006
1583,3,2,Rural,1955,110732.44322471878
1151,5,1,Suburb,1990,92403.98449742055
1719,3,2,Suburb,1973,295468.8457179291
2072,2,1,Suburb,2009,188349.2922817345
2177,5,2,Rural,1953,199418.54644240515
1858,5,1,Rural,2021,172653.7246346492
2316,5,3,Suburb,1963,365275.7489931561
2603,2,3,Rural,1980,280912.17543494713
1049,3,3,Suburb,1988,133669.9851476026
1663,4,3,Urban,1968,168793.22088207185
1530,2,1,Urban,1974,168264.02545495314
2635,2,1,Suburb,1977,310831.51051877625
2083,2,1,Rural,2013,311910.3567083378
2190,3,1,Urban,1973,173417.4187352977
2225,3,1,Suburb,1989,320244.93005675916
1856,3,1,Suburb,2009,244231.00207659308
1145,3,3,Rural,1964,140932.69815752402
1914,3,1,Rural,2003,176699.81652478682
2699,5,2,Urban,2007,270876.8999319227
2993,4,2,Suburb,1954,300559.486950586
1992,4,2,Suburb,1988,259653.56004135203
2462,3,1,Suburb,2012,275169.2956102106
1241,3,3,Urban,2021,209223.53459946456
1580,5,2,Urban,1950,178946.0393515332
1686,3,1,Urban,1969,178274.49197995197
2584,5,1,Suburb,2018,232749.22708256886
1482,5,3,Rural,1998,218885.74676663743
2131,2,1,Suburb,1967,203174.26019997644
2249,2,1,Rural,1972,162855.15837391693
1672,3,2,Urban,1967,151172.71251068515
1630,5,2,Suburb,2009,136594.43425888388
1660,3,2,Rural,1992,222597.58991258635
1661,2,2,Suburb,2021,170648.37192774
2455,2,2,Suburb,2003,266532.2487728057
1804,2,1,Suburb,2000,244993.41849701054
2678,2,1,Suburb,2009,227285.49957584895
1418,2,3,Urban,1973,222799.91525955193
1987,3,2,Urban,1999,157462.03439793893
2478,3,2,Rural,1986,135582.30222992072
2183,2,2,Urban,2006,305410.3992334419
2546,3,2,Urban,1979,162431.61805758363
1649,2,2,Urban,1997,277920.66834242106
1968,2,1,Urban,1970,221766.33439007658
1589,2,1,Rural,1964,219030.4772109371
2100,3,2,Urban,2020,160391.16176013649
1508,3,1,Urban,1981,173922.57356869327
1440,5,2,Rural,1996,200346.55053353767
2277,3,3,Urban,1991,308312.9739911121
1920,3,2,Rural,1954,236392.49784965653
1769,4,3,Urban,1970,200865.70416767523
2343,2,3,Urban,1974,247332.27681661033
2826,2,2,Suburb,1987,288967.9778654556
1262,3,2,Rural,1974,141315.18216119157
2620,3,2,Rural,1994,252661.2147628688
2681,5,2,Suburb,1995,333142.58616512053
2858,4,1,Rural,2014,264489.82012050436
2577,2,1,Rural,2013,291404.28604058723
2397,2,3,Rural,2013,246270.5290420968
1636,3,2,Suburb,1983,65916.4584198619
2190,3,1,Rural,2017,301750.7242067234
2960,4,1,Urban,2000,245558.95705811057
2776,2,1,Urban,1966,302558.65993254416
1458,4,3,Rural,1964,230523.3872992759
1998,2,1,Suburb,2016,201815.46467291936
2303,3,2,Urban,2006,404064.47533114074
1699,4,1,Urban,2018,185469.99714412098
1301,5,2,Urban,1959,117115.04430201052
2554,3,1,Suburb,1967,363164.14730607346
2603,5,2,Rural,1957,248625.02194432233
2241,5,3,Urban,2013,282479.0870955991
2125,5,1,Urban,1965,287821.3108454736
1553,2,1,Rural,2021,161477.84347245604
1287,5,3,Rural,2020,172234.7428736868
2190,2,3,Urban,1953,231003.33827564225
1620,4,3,Urban,1969,343903.2936962318
2005,3,2,Urban,1979,307507.2764772242
1035,2,2,Suburb,1981,165349.23656470818
1743,2,1,Rural,1974,210500.34427039127
2764,4,2,Suburb,1998,271981.5826185403
1352,4,1,Suburb,1951,99425.12370950286
2699,3,3,Suburb,2009,314445.3582159462
2922,4,1,Rural,2016,348293.54714416957
1072,2,3,Rural,1980,12832.94955409615
1647,3,3,Urban,1997,134233.44858642374
2376,3,1,Suburb,2015,264559.8468201313
